case_id,environment,tier,level,level_name,behavior,pair_id,needs_ambient_context,adversarial_type,experiment,profile,tool_size,gold_position,model,contract,tool_selection_exact,full_call_exact,sequence_success,arg_exact_match,arg_precision,arg_recall,arg_f1,e2e_success,expected_action,took_action,decision_correct,false_action,missed_action,destructive_action,abstained,asked_clarification,gold_tool_offered,n_expected_calls,n_actual_calls,n_tools_offered,confidence,latency_ms,peak_ram_mb,error,failure_types
smart_home.D0.01,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,331.9794999997612,125.2,,
smart_home.D0.01,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,331.9794999997612,125.2,,
smart_home.D0.02,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,345.40130000095814,126.7,,
smart_home.D0.02,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,345.40130000095814,126.7,,
smart_home.D0.03,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,0.8882,329.33069999944564,127.0,,
smart_home.D0.03,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,0.8882,329.33069999944564,127.0,,
smart_home.D0.04,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,320.70999999905325,127.1,,
smart_home.D0.04,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,320.70999999905325,127.1,,
smart_home.D0.05,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,raw,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,299.9924000005194,127.2,,
smart_home.D0.05,smart_home,1,0,direct,tool_call,,False,,profile,baseline,10,natural,needle3,production@0.4,True,True,True,True,1.0,1.0,1.0,True,True,True,True,False,False,False,False,False,True,1,1,10,1.0,299.9924000005194,127.2,,
